SIC4_cd,SIC4_desc,ind_cd,ind_desc,maj_cd,maj_desc,div_cd,div_desc
6289,"Services Allied With the Exchange of Securities or Commodities, Not Elsewhere Classified",628,Services Allied With The Exchange Of Securities,62,"Security And Commodity Brokers, Dealers, Exchanges, And Services",H,"Finance, Insurance, And Real Estate"
6311,Life Insurance,631,Life Insurance,63,Insurance Carriers,H,"Finance, Insurance, And Real Estate"
6321,Accident and Health Insurance,632,Accident And Health Insurance And Medical,63,Insurance Carriers,H,"Finance, Insurance, And Real Estate"
6324,Hospital and Medical Service Plans,632,Accident And Health Insurance And Medical,63,Insurance Carriers,H,"Finance, Insurance, And Real Estate"
6331,"Fire, Marine, and Casualty Insurance",633,"Fire, Marine, And Casualty Insurance",63,Insurance Carriers,H,"Finance, Insurance, And Real Estate"
6351,Surety Insurance,635,Surety Insurance,63,Insurance Carriers,H,"Finance, Insurance, And Real Estate"
6361,Title Insurance,636,Title Insurance,63,Insurance Carriers,H,"Finance, Insurance, And Real Estate"
6371,"Pension, Health, and Welfare Funds",637,"Pension, Health, And Welfare Funds",63,Insurance Carriers,H,"Finance, Insurance, And Real Estate"
6399,"Insurance Carriers, Not Elsewhere Classified",639,"Insurance Carriers, Not Elsewhere Classified",63,Insurance Carriers,H,"Finance, Insurance, And Real Estate"
6411,"Insurance Agents, Brokers, and Service",641,"Insurance Agents, Brokers, And Service",64,"Insurance Agents, Brokers, And Service",H,"Finance, Insurance, And Real Estate"
6512,Operators of Nonresidential Buildings,651,Real Estate Operators (except Developers) And Lessors,65,Real Estate,H,"Finance, Insurance, And Real Estate"
6513,Operators of Apartment Buildings,651,Real Estate Operators (except Developers) And Lessors,65,Real Estate,H,"Finance, Insurance, And Real Estate"
6514,Operators of Dwellings Other Than Apartment Buildings,651,Real Estate Operators (except Developers) And Lessors,65,Real Estate,H,"Finance, Insurance, And Real Estate"
6515,Operators of Residential Mobile Home Sites,651,Real Estate Operators (except Developers) And Lessors,65,Real Estate,H,"Finance, Insurance, And Real Estate"
6517,Lessors of Railroad Property,651,Real Estate Operators (except Developers) And Lessors,65,Real Estate,H,"Finance, Insurance, And Real Estate"
6519,"Lessors of Real Property, Not Elsewhere Classified",651,Real Estate Operators (except Developers) And Lessors,65,Real Estate,H,"Finance, Insurance, And Real Estate"
6531,Real Estate Agents and Managers,653,Real Estate Agents And Managers,65,Real Estate,H,"Finance, Insurance, And Real Estate"
6541,Title Abstract Offices,654,Title Abstract Offices,65,Real Estate,H,"Finance, Insurance, And Real Estate"
6552,"Land Subdividers and Developers, Except Cemeteries",655,Land Subdividers And Developers,65,Real Estate,H,"Finance, Insurance, And Real Estate"
6553,Cemetery Subdividers and Developers,655,Land Subdividers And Developers,65,Real Estate,H,"Finance, Insurance, And Real Estate"
6712,Offices of Bank Holding Companies,671,Holding Offices,67,Holding And Other Investment Offices,H,"Finance, Insurance, And Real Estate"
6719,"Offices of Holding Companies, Not Elsewhere Classified",671,Holding Offices,67,Holding And Other Investment Offices,H,"Finance, Insurance, And Real Estate"
6722,"Management Investment Offices, Open-End",672,Investment Offices,67,Holding And Other Investment Offices,H,"Finance, Insurance, And Real Estate"
6726,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",672,Investment Offices,67,Holding And Other Investment Offices,H,"Finance, Insurance, And Real Estate"
6732,"Educational, Religious, and Charitable Trusts",673,Trusts,67,Holding And Other Investment Offices,H,"Finance, Insurance, And Real Estate"
6733,"Trusts, Except Educational, Religious, and Charitable",673,Trusts,67,Holding And Other Investment Offices,H,"Finance, Insurance, And Real Estate"
6792,Oil Royalty Traders,679,Miscellaneous Investing,67,Holding And Other Investment Offices,H,"Finance, Insurance, And Real Estate"
6794,Patent Owners and Lessors,679,Miscellaneous Investing,67,Holding And Other Investment Offices,H,"Finance, Insurance, And Real Estate"
6798,Real Estate Investment Trusts,679,Miscellaneous Investing,67,Holding And Other Investment Offices,H,"Finance, Insurance, And Real Estate"
6799,"Investors, Not Elsewhere Classified",679,Miscellaneous Investing,67,Holding And Other Investment Offices,H,"Finance, Insurance, And Real Estate"
7011,Hotels and Motels,701,Hotels And Motels,70,"Hotels, Rooming Houses, Camps, And Other Lodging Places",I,Services
7021,Rooming and Boarding Houses,702,Rooming And Boarding Houses,70,"Hotels, Rooming Houses, Camps, And Other Lodging Places",I,Services
7032,Sporting and Recreational Camps,703,Camps And Recreational Vehicle Parks,70,"Hotels, Rooming Houses, Camps, And Other Lodging Places",I,Services
7033,Recreational Vehicle Parks and Campsites,703,Camps And Recreational Vehicle Parks,70,"Hotels, Rooming Houses, Camps, And Other Lodging Places",I,Services
7041,"Organization Hotels and Lodging Houses, on Membership Basis",704,"Organization Hotels And Lodging Houses, On",70,"Hotels, Rooming Houses, Camps, And Other Lodging Places",I,Services
7211,"Power Laundries, Family and Commercial",721,"Laundry, Cleaning, And Garment Services",72,Personal Services,I,Services
7212,"Garment Pressing, and Agents for Laundries and Drycleaners",721,"Laundry, Cleaning, And Garment Services",72,Personal Services,I,Services
7213,Linen Supply,721,"Laundry, Cleaning, And Garment Services",72,Personal Services,I,Services
7215,Coin-Operated Laundries and Drycleaning,721,"Laundry, Cleaning, And Garment Services",72,Personal Services,I,Services
7216,"Drycleaning Plants, Except Rug Cleaning",721,"Laundry, Cleaning, And Garment Services",72,Personal Services,I,Services
7217,Carpet and Upholstery Cleaning,721,"Laundry, Cleaning, And Garment Services",72,Personal Services,I,Services
7218,Industrial Launderers,721,"Laundry, Cleaning, And Garment Services",72,Personal Services,I,Services
7219,"Laundry and Garment Services, Not Elsewhere Classified",721,"Laundry, Cleaning, And Garment Services",72,Personal Services,I,Services
7221,"Photographic Studios, Portrait",722,"Photographic Studios, Portrait",72,Personal Services,I,Services
7231,Beauty Shops,723,Beauty Shops,72,Personal Services,I,Services
7241,Barber Shops,724,Barber Shops,72,Personal Services,I,Services
7251,Shoe Repair Shops and Shoeshine Parlors,725,Shoe Repair Shops And Shoeshine Parlors,72,Personal Services,I,Services
7261,Funeral Service and Crematories,726,Funeral Service And Crematories,72,Personal Services,I,Services
7291,Tax Return Preparation Services,729,Miscellaneous Personal Services,72,Personal Services,I,Services
7299,"Miscellaneous Personal Services, Not Elsewhere Classified",729,Miscellaneous Personal Services,72,Personal Services,I,Services
7311,Advertising Agencies,731,Advertising,73,Business Services,I,Services
7312,Outdoor Advertising Services,731,Advertising,73,Business Services,I,Services
7313,"Radio, Television, and Publishers' Advertising Representatives",731,Advertising,73,Business Services,I,Services
7319,"Advertising, Not Elsewhere Classified",731,Advertising,73,Business Services,I,Services
7322,Adjustment and Collection Services,732,"Consumer Credit Reporting Agencies, Mercantile",73,Business Services,I,Services
7323,Credit Reporting Services,732,"Consumer Credit Reporting Agencies, Mercantile",73,Business Services,I,Services
7331,Direct Mail Advertising Services,733,"Mailing, Reproduction, Commercial Art And Photography, and Stenographic Services",73,Business Services,I,Services
7334,Photocopying and Duplicating Services,733,"Mailing, Reproduction, Commercial Art And Photography, and Stenographic Services",73,Business Services,I,Services
7335,Commercial Photography,733,"Mailing, Reproduction, Commercial Art And Photography, and Stenographic Services",73,Business Services,I,Services
7336,Commercial Art and Graphic Design,733,"Mailing, Reproduction, Commercial Art And Photography, and Stenographic Services",73,Business Services,I,Services
7338,Secretarial and Court Reporting Services,733,"Mailing, Reproduction, Commercial Art And Photography, and Stenographic Services",73,Business Services,I,Services
7342,Disinfecting and Pest Control Services,734,Services To Dwellings And Other Buildings,73,Business Services,I,Services
7349,"Building Cleaning and Maintenance Services, Not Elsewhere",734,Services To Dwellings And Other Buildings,73,Business Services,I,Services
7352,Medical Equipment Rental and Leasing,735,Miscellaneous Equipment Rental And Leasing,73,Business Services,I,Services
7353,Heavy Construction Equipment Rental and Leasing,735,Miscellaneous Equipment Rental And Leasing,73,Business Services,I,Services
7359,"Equipment Rental and Leasing, Not Elsewhere Classified",735,Miscellaneous Equipment Rental And Leasing,73,Business Services,I,Services
7361,Employment Agencies,736,Personnel Supply Services,73,Business Services,I,Services
7363,Help Supply Services,736,Personnel Supply Services,73,Business Services,I,Services
7371,Computer Programming Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",73,Business Services,I,Services
7372,Prepackaged Software,737,"Computer Programming, Data Processing, And Other Computer Related Services",73,Business Services,I,Services
7373,Computer Integrated Systems Design,737,"Computer Programming, Data Processing, And Other Computer Related Services",73,Business Services,I,Services
7374,Computer Processing and Data Preparation and Processing Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",73,Business Services,I,Services
7375,Information Retrieval Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",73,Business Services,I,Services
7376,Computer Facilities Management Services,737,"Computer Programming, Data Processing, And Other Computer Related Services",73,Business Services,I,Services
7377,Computer Rental and Leasing,737,"Computer Programming, Data Processing, And Other Computer Related Services",73,Business Services,I,Services
7378,Computer Maintenance and Repair,737,"Computer Programming, Data Processing, And Other Computer Related Services",73,Business Services,I,Services
7379,"Computer Related Services, Not Elsewhere Classified",737,"Computer Programming, Data Processing, And Other Computer Related Services",73,Business Services,I,Services
7381,"Detective, Guard, and Armored Car Services",738,Miscellaneous Business Services,73,Business Services,I,Services
7382,Security Systems Services,738,Miscellaneous Business Services,73,Business Services,I,Services
7383,News Syndicates,738,Miscellaneous Business Services,73,Business Services,I,Services
7384,Photofinishing Laboratories,738,Miscellaneous Business Services,73,Business Services,I,Services
7389,"Business Services, Not Elsewhere Classified",738,Miscellaneous Business Services,73,Business Services,I,Services
7513,"Truck Rental and Leasing, Without Drivers",751,"Automotive Rental And Leasing, Without Drivers",75,"Automotive Repair, Services, And Parking",I,Services
7514,Passenger Car Rental,751,"Automotive Rental And Leasing, Without Drivers",75,"Automotive Repair, Services, And Parking",I,Services
7515,Passenger Car Leasing,751,"Automotive Rental And Leasing, Without Drivers",75,"Automotive Repair, Services, And Parking",I,Services
7519,Utility Trailer and Recreational Vehicle Rental,751,"Automotive Rental And Leasing, Without Drivers",75,"Automotive Repair, Services, And Parking",I,Services
7521,Automobile Parking,752,Automobile Parking,75,"Automotive Repair, Services, And Parking",I,Services
7532,"Top, Body, and Upholstery Repair Shops and Paint Shops",753,Automotive Repair Shops,75,"Automotive Repair, Services, And Parking",I,Services
7533,Automotive Exhaust System Repair Shops,753,Automotive Repair Shops,75,"Automotive Repair, Services, And Parking",I,Services
7534,Tire Retreading and Repair Shops,753,Automotive Repair Shops,75,"Automotive Repair, Services, And Parking",I,Services
7536,Automotive Glass Replacement Shops,753,Automotive Repair Shops,75,"Automotive Repair, Services, And Parking",I,Services
7537,Automotive Transmission Repair Shops,753,Automotive Repair Shops,75,"Automotive Repair, Services, And Parking",I,Services
7538,General Automotive Repair Shops,753,Automotive Repair Shops,75,"Automotive Repair, Services, And Parking",I,Services
7539,"Automotive Repair Shops, Not Elsewhere Classified",753,Automotive Repair Shops,75,"Automotive Repair, Services, And Parking",I,Services
7542,Carwashes,754,"Automotive Services, Except Repair",75,"Automotive Repair, Services, And Parking",I,Services
7549,"Automotive Services, Except Repair and Carwashes",754,"Automotive Services, Except Repair",75,"Automotive Repair, Services, And Parking",I,Services
7622,Radio and Television Repair Shops,762,Electrical Repair Shops,76,Miscellaneous Repair Services,I,Services
7623,Refrigeration and Air-Conditioning Service and Repair Shops,762,Electrical Repair Shops,76,Miscellaneous Repair Services,I,Services
7629,"Electrical and Electronic Repair Shops, Not Elsewhere Classified",762,Electrical Repair Shops,76,Miscellaneous Repair Services,I,Services
7631,"Watch, Clock, and Jewelry Repair",763,"Watch, Clock, And Jewelry Repair",76,Miscellaneous Repair Services,I,Services
7641,Reupholstery and Furniture Repair,764,Reupholstery And Furniture Repair,76,Miscellaneous Repair Services,I,Services
7692,Welding Repair,769,Miscellaneous Repair Shops And Related Services,76,Miscellaneous Repair Services,I,Services
7694,Armature Rewinding Shops,769,Miscellaneous Repair Shops And Related Services,76,Miscellaneous Repair Services,I,Services
7699,"Repair Shops and Related Services, Not Elsewhere Classified",769,Miscellaneous Repair Shops And Related Services,76,Miscellaneous Repair Services,I,Services
7812,Motion Picture and Video Tape Production,781,Motion Picture Production And Allied Services,78,Motion Pictures,I,Services
7819,Services Allied to Motion Picture Production,781,Motion Picture Production And Allied Services,78,Motion Pictures,I,Services
7822,Motion Picture and Video Tape Distribution,782,Motion Picture Distribution And Allied Services,78,Motion Pictures,I,Services
7829,Services Allied to Motion Picture Distribution,782,Motion Picture Distribution And Allied Services,78,Motion Pictures,I,Services
7832,"Motion Picture Theaters, Except Drive-In",783,Motion Picture Theaters,78,Motion Pictures,I,Services
7833,Drive-In Motion Picture Theaters,783,Motion Picture Theaters,78,Motion Pictures,I,Services
7841,Video Tape Rental,784,Video Tape Rental,78,Motion Pictures,I,Services
7911,"Dance Studios, Schools, and Halls",791,"Dance Studios, Schools, And Halls",79,Amusement And Recreation Services,I,Services
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services,792,"Theatrical Producers (except Motion Picture),",79,Amusement And Recreation Services,I,Services
7929,"Bands, Orchestras, Actors, and Other Entertainers and Entertainment Groups",792,"Theatrical Producers (except Motion Picture),",79,Amusement And Recreation Services,I,Services
7933,Bowling Centers,793,Bowling Centers,79,Amusement And Recreation Services,I,Services
7941,Professional Sports Clubs and Promoters,794,Commercial Sports,79,Amusement And Recreation Services,I,Services
7948,"Racing, Including Track Operation",794,Commercial Sports,79,Amusement And Recreation Services,I,Services
7991,Physical Fitness Facilities,799,Miscellaneous Amusement And Recreation,79,Amusement And Recreation Services,I,Services
7992,Public Golf Courses,799,Miscellaneous Amusement And Recreation,79,Amusement And Recreation Services,I,Services
7993,Coin-Operated Amusement Devices,799,Miscellaneous Amusement And Recreation,79,Amusement And Recreation Services,I,Services
7996,Amusement Parks,799,Miscellaneous Amusement And Recreation,79,Amusement And Recreation Services,I,Services
7997,Membership Sports and Recreation Clubs,799,Miscellaneous Amusement And Recreation,79,Amusement And Recreation Services,I,Services
7999,"Amusement and Recreation Services, Not Elsewhere Classified",799,Miscellaneous Amusement And Recreation,79,Amusement And Recreation Services,I,Services
8011,Offices and Clinics of Doctors of Medicine,801,Offices And Clinics Of Doctors Of Medicine,80,Health Services,I,Services
8021,Offices and Clinics of Dentists,802,Offices And Clinics Of Dentists,80,Health Services,I,Services
8031,Offices and Clinics of Doctors of Osteopathy,803,Offices And Clinics Of Doctors Of Osteopathy,80,Health Services,I,Services
8041,Offices and Clinics of Chiropractors,804,Offices And Clinics Of Other Health Practitioners,80,Health Services,I,Services
8042,Offices and Clinics of Optometrists,804,Offices And Clinics Of Other Health Practitioners,80,Health Services,I,Services
8043,Offices and Clinics of Podiatrists,804,Offices And Clinics Of Other Health Practitioners,80,Health Services,I,Services
8049,"Offices and Clinics of Health Practitioners, Not Elsewhere Classified",804,Offices And Clinics Of Other Health Practitioners,80,Health Services,I,Services
8051,Skilled Nursing Care Facilities,805,Nursing And Personal Care Facilities,80,Health Services,I,Services
8052,Intermediate Care Facilities,805,Nursing And Personal Care Facilities,80,Health Services,I,Services
8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",805,Nursing And Personal Care Facilities,80,Health Services,I,Services
8062,General Medical and Surgical Hospitals,806,Hospitals,80,Health Services,I,Services
8063,Psychiatric Hospitals,806,Hospitals,80,Health Services,I,Services
8069,"Specialty Hospitals, Except Psychiatric",806,Hospitals,80,Health Services,I,Services
8071,Medical Laboratories,807,Medical And Dental Laboratories,80,Health Services,I,Services
8072,Dental Laboratories,807,Medical And Dental Laboratories,80,Health Services,I,Services
8082,Home Health Care Services,808,Home Health Care Services,80,Health Services,I,Services
8092,Kidney Dialysis Centers,809,"Miscellaneous Health And Allied Services, Not",80,Health Services,I,Services
8093,"Specialty Outpatient Facilities, Not Elsewhere Classified",809,"Miscellaneous Health And Allied Services, Not",80,Health Services,I,Services
8099,"Health and Allied Services, Not Elsewhere Classified",809,"Miscellaneous Health And Allied Services, Not",80,Health Services,I,Services
8111,Legal Services,811,Legal Services,81,Legal Services,I,Services
8211,Elementary and Secondary Schools,821,Elementary And Secondary Schools,82,Educational Services,I,Services
8221,"Colleges, Universities, and Professional Schools",822,"Colleges, Universities, Professional Schools, And",82,Educational Services,I,Services
8222,Junior Colleges and Technical Institutes,822,"Colleges, Universities, Professional Schools, And",82,Educational Services,I,Services
8231,Libraries,823,Libraries,82,Educational Services,I,Services
8243,Data Processing Schools,824,Vocational Schools,82,Educational Services,I,Services
8244,Business and Secretarial Schools,824,Vocational Schools,82,Educational Services,I,Services
8249,"Vocational Schools, Not Elsewhere Classified",824,Vocational Schools,82,Educational Services,I,Services
8299,"Schools and Educational Services, Not Elsewhere Classified",829,"Schools And Educational Services, Not Elsewhere",82,Educational Services,I,Services
8322,Individual and Family Social Services,832,Individual And Family Social Services,83,Social Services,I,Services
8331,Job Training and Vocational Rehabilitation Services,833,Job Training And Vocational Rehabilitation,83,Social Services,I,Services
8351,Child Day Care Services,835,Child Day Care Services,83,Social Services,I,Services
8361,Residential Care,836,Residential Care,83,Social Services,I,Services
8399,"Social Services, Not Elsewhere Classified",839,"Social Services, Not Elsewhere Classified",83,Social Services,I,Services
8412,Museums and Art Galleries,841,Museums And Art Galleries,84,"Museums, Art Galleries, And Botanical And Zoological Gardens",I,Services
8422,Arboreta and Botanical or Zoological Gardens,842,Arboreta And Botanical Or Zoological Gardens,84,"Museums, Art Galleries, And Botanical And Zoological Gardens",I,Services
8611,Business Associations,861,Business Associations,86,Membership Organizations,I,Services
8621,Professional Membership Organizations,862,Professional Membership Organizations,86,Membership Organizations,I,Services
8631,Labor Unions and Similar Labor Organizations,863,Labor Unions And Similar Labor Organizations,86,Membership Organizations,I,Services
8641,"Civic, Social, and Fraternal Associations",864,"Civic, Social, And Fraternal Associations",86,Membership Organizations,I,Services
8651,Political Organizations,865,Political Organizations,86,Membership Organizations,I,Services
8661,Religious Organizations,866,Religious Organizations,86,Membership Organizations,I,Services
8699,"Membership Organizations, Not Elsewhere Classified",869,"Membership Organizations, Not Elsewhere",86,Membership Organizations,I,Services
8711,Engineering Services,871,"Engineering, Architectural, And Surveying",87,"Engineering, Accounting, Research, Management, And Related Services",I,Services
8712,Architectural Services,871,"Engineering, Architectural, And Surveying",87,"Engineering, Accounting, Research, Management, And Related Services",I,Services
8713,Surveying Services,871,"Engineering, Architectural, And Surveying",87,"Engineering, Accounting, Research, Management, And Related Services",I,Services
8721,"Accounting, Auditing, and Bookkeeping Services",872,"Accounting, Auditing, And Bookkeeping Services",87,"Engineering, Accounting, Research, Management, And Related Services",I,Services
8731,Commercial Physical and Biological Research,873,"Research, Development, And Testing Services",87,"Engineering, Accounting, Research, Management, And Related Services",I,Services
8732,"Commercial Economic, Sociological, and Educational Research",873,"Research, Development, And Testing Services",87,"Engineering, Accounting, Research, Management, And Related Services",I,Services
8733,Noncommercial Research Organizations,873,"Research, Development, And Testing Services",87,"Engineering, Accounting, Research, Management, And Related Services",I,Services
8734,Testing Laboratories,873,"Research, Development, And Testing Services",87,"Engineering, Accounting, Research, Management, And Related Services",I,Services
8741,Management Services,874,Management And Public Relations Services,87,"Engineering, Accounting, Research, Management, And Related Services",I,Services
8742,Management Consulting Services,874,Management And Public Relations Services,87,"Engineering, Accounting, Research, Management, And Related Services",I,Services
8743,Public Relations Services,874,Management And Public Relations Services,87,"Engineering, Accounting, Research, Management, And Related Services",I,Services
8744,Facilities Support Management Services,874,Management And Public Relations Services,87,"Engineering, Accounting, Research, Management, And Related Services",I,Services
8748,"Business Consulting Services, Not Elsewhere Classified",874,Management And Public Relations Services,87,"Engineering, Accounting, Research, Management, And Related Services",I,Services
8811,Private Households,881,Private Households,88,Private Households,I,Services
8999,"Services, Not Elsewhere Classified",899,Miscellaneous Services,89,Miscellaneous Services,I,Services
9111,Executive Offices,911,Executive Offices,91,"Executive, Legislative, And General Government, Except Finance",J,Public Administration
9121,Legislative Bodies,912,Legislative Bodies,91,"Executive, Legislative, And General Government, Except Finance",J,Public Administration
9131,Executive and Legislative Offices Combined,913,Executive And Legislative Offices Combined,91,"Executive, Legislative, And General Government, Except Finance",J,Public Administration
9199,"General Government, Not Elsewhere Classified",919,"General Government, Not Elsewhere Classified",91,"Executive, Legislative, And General Government, Except Finance",J,Public Administration
9211,Courts,921,Courts,92,"Justice, Public Order, And Safety",J,Public Administration
9221,Police Protection,922,Public Order And Safety,92,"Justice, Public Order, And Safety",J,Public Administration
9222,Legal Counsel and Prosecution,922,Public Order And Safety,92,"Justice, Public Order, And Safety",J,Public Administration
9223,Correctional Institutions,922,Public Order And Safety,92,"Justice, Public Order, And Safety",J,Public Administration
9224,Fire Protection,922,Public Order And Safety,92,"Justice, Public Order, And Safety",J,Public Administration
9229,"Public Order and Safety, Not Elsewhere Classified",922,Public Order And Safety,92,"Justice, Public Order, And Safety",J,Public Administration
9311,"Public Finance, Taxation, and Monetary Policy",931,"Public Finance, Taxation, And Monetary Policy",93,"Public Finance, Taxation, And Monetary Policy",J,Public Administration
9411,Administration of Educational Programs,941,Administration Of Educational Programs,94,Administration Of Human Resource Programs,J,Public Administration
9431,Administration of Public Health Programs,943,Administration Of Public Health Programs,94,Administration Of Human Resource Programs,J,Public Administration
9441,"Administration of Social, Human Resource and Income Maintenance Programs",944,"Administration Of Social, Human Resource And",94,Administration Of Human Resource Programs,J,Public Administration
9451,"Administration of Veterans' Affairs, Except Health and Insurance",945,"Administration Of Veteran's Affairs, Except",94,Administration Of Human Resource Programs,J,Public Administration
9511,Air and Water Resource and Solid Waste Management,951,Administration Of Environmental Quality,95,Administration Of Environmental Quality And Housing Programs,J,Public Administration
9512,"Land, Mineral, Wildlife, and Forest Conservation",951,Administration Of Environmental Quality,95,Administration Of Environmental Quality And Housing Programs,J,Public Administration
9531,Administration of Housing Programs,953,Administration Of Housing And Urban,95,Administration Of Environmental Quality And Housing Programs,J,Public Administration
9532,Administration of Urban Planning and Community and Rural Development,953,Administration Of Housing And Urban,95,Administration Of Environmental Quality And Housing Programs,J,Public Administration
9611,Administration of General Economic Programs,961,Administration Of General Economic Programs,96,Administration Of Economic Programs,J,Public Administration
9621,Regulation and Administration of Transportation Programs,962,Regulation And Administration Of Transportation,96,Administration Of Economic Programs,J,Public Administration
9631,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",963,Regulation And Administration Of,96,Administration Of Economic Programs,J,Public Administration
9641,Regulation of Agricultural Marketing and Commodities,964,Regulation Of Agricultural Marketing And,96,Administration Of Economic Programs,J,Public Administration
9651,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",965,"Regulation, Licensing, And Inspection Of",96,Administration Of Economic Programs,J,Public Administration
9661,Space and Research and Technology,966,Space Research And Technology,96,Administration Of Economic Programs,J,Public Administration
9711,National Security,971,National Security,97,National Security And International Affairs,J,Public Administration
9721,International Affairs,972,International Affairs,97,National Security And International Affairs,J,Public Administration
9999,Nonclassifiable Establishments,999,Nonclassifiable Establishments,99,Nonclassifiable Establishments,J,Public Administration
