SIC4_cd,SIC4_desc,ind_cd,ind_desc,maj_cd,maj_desc,div_cd,div_desc
4231,Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation,423,Terminal And Joint Terminal Maintenance,42,Motor Freight Transportation And Warehousing,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4311,United States Postal Service,431,United States Postal Service,43,United States Postal Service,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4412,Deep Sea Foreign Transportation of Freight,441,Deep Sea Foreign Transportation Of Freight,44,Water Transportation,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4424,Deep Sea Domestic Transportation of Freight,442,Deep Sea Domestic Transportation Of Freight,44,Water Transportation,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4432,Freight Transportation on the Great Lakes-St. Lawrence Seaway,443,Freight Transportation On The Great Lakes-st.,44,Water Transportation,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4449,"Water Transportation of Freight, Not Elsewhere Classified",444,"Water Transportation Of Freight, Not Elsewhere",44,Water Transportation,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4481,"Deep Sea Transportation of Passengers, Except by Ferry",448,Water Transportation Of Passengers,44,Water Transportation,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4482,Ferries,448,Water Transportation Of Passengers,44,Water Transportation,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4489,"Water Transportation of Passengers, Not Elsewhere Classified",448,Water Transportation Of Passengers,44,Water Transportation,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4491,Marine Cargo Handling,449,Services Incidental To Water Transportation,44,Water Transportation,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4492,Towing and Tugboat Services,449,Services Incidental To Water Transportation,44,Water Transportation,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4493,Marinas,449,Services Incidental To Water Transportation,44,Water Transportation,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4499,"Water Transportation Services, Not Elsewhere Classified",449,Services Incidental To Water Transportation,44,Water Transportation,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4512,"Air Transportation, Scheduled",451,"Air Transportation, Scheduled, And Air Courier",45,Transportation By Air,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4513,Air Courier Services,451,"Air Transportation, Scheduled, And Air Courier",45,Transportation By Air,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4522,"Air Transportation, Nonscheduled",452,"Air Transportation, Nonscheduled",45,Transportation By Air,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4581,"Airports, Flying Fields, and Airport Terminal Services",458,"Airports, Flying Fields, And Airport Terminal",45,Transportation By Air,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4612,Crude Petroleum Pipelines,461,"Pipelines, Except Natural Gas",46,"Pipelines, Except Natural Gas",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4613,Refined Petroleum Pipelines,461,"Pipelines, Except Natural Gas",46,"Pipelines, Except Natural Gas",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4619,"Pipelines, Not Elsewhere Classified",461,"Pipelines, Except Natural Gas",46,"Pipelines, Except Natural Gas",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4724,Travel Agencies,472,Arrangement Of Passenger Transportation,47,Transportation Services,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4725,Tour Operators,472,Arrangement Of Passenger Transportation,47,Transportation Services,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4729,"Arrangement of Passenger Transportation, Not Elsewhere Classified",472,Arrangement Of Passenger Transportation,47,Transportation Services,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4731,Arrangement of Transportation of Freight and Cargo,473,Arrangement Of Transportation Of Freight And Cargo,47,Transportation Services,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4741,Rental of Railroad Cars,474,Rental Of Railroad Cars,47,Transportation Services,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4783,Packing and Crating,478,Miscellaneous Services Incidental To Transportation,47,Transportation Services,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4785,Fixed Facilities and Inspection and Weighing Services for Motor Vehicle Transportation,478,Miscellaneous Services Incidental To Transportation,47,Transportation Services,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4789,"Transportation Services, Not Elsewhere Classified",478,Miscellaneous Services Incidental To Transportation,47,Transportation Services,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4812,Radiotelephone Communications,481,Telephone Communications,48,Communications,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4813,"Telephone Communications, Except Radiotelephone",481,Telephone Communications,48,Communications,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4822,Telegraph and Other Message Communications,482,Telegraph And Other Message Communications,48,Communications,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4832,Radio Broadcasting Stations,483,Radio And Television Broadcasting Stations,48,Communications,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4833,Television Broadcasting Stations,483,Radio And Television Broadcasting Stations,48,Communications,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4841,Cable and Other Pay Television Services,484,Cable And Other Pay Television Services,48,Communications,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4899,"Communications Services, Not Elsewhere Classified",489,"Communications Services, Not Elsewhere",48,Communications,E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4911,Electric Services,491,Electric Services,49,"Electric, Gas, And Sanitary Services",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4922,Natural Gas Transmission,492,Gas Production And Distribution,49,"Electric, Gas, And Sanitary Services",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4923,Natural Gas Transmission and Distribution,492,Gas Production And Distribution,49,"Electric, Gas, And Sanitary Services",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4924,Natural Gas Distribution,492,Gas Production And Distribution,49,"Electric, Gas, And Sanitary Services",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4925,"Mixed, Manufactured, or Liquefied Petroleum Gas Production and/or",492,Gas Production And Distribution,49,"Electric, Gas, And Sanitary Services",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4931,Electric and Other Services Combined,493,"Combination Electric And Gas, And Other Utility",49,"Electric, Gas, And Sanitary Services",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4932,Gas and Other Services Combined,493,"Combination Electric And Gas, And Other Utility",49,"Electric, Gas, And Sanitary Services",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4939,"Combination Utilities, Not Elsewhere Classified",493,"Combination Electric And Gas, And Other Utility",49,"Electric, Gas, And Sanitary Services",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4941,Water Supply,494,Water Supply,49,"Electric, Gas, And Sanitary Services",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4952,Sewerage Systems,495,Sanitary Services,49,"Electric, Gas, And Sanitary Services",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4953,Refuse Systems,495,Sanitary Services,49,"Electric, Gas, And Sanitary Services",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4959,"Sanitary Services, Not Elsewhere Classified",495,Sanitary Services,49,"Electric, Gas, And Sanitary Services",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4961,Steam and Air-Conditioning Supply,496,Steam And Air-conditioning Supply,49,"Electric, Gas, And Sanitary Services",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4971,Irrigation Systems,497,Irrigation Systems,49,"Electric, Gas, And Sanitary Services",E,"Transportation, Communications, Electric, Gas, And Sanitary Services"
5012,Automobiles and Other Motor Vehicles,501,Motor Vehicles And Motor Vehicle Parts And Supplies,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5013,Motor Vehicle Supplies and New Parts,501,Motor Vehicles And Motor Vehicle Parts And Supplies,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5014,Tires and Tubes,501,Motor Vehicles And Motor Vehicle Parts And Supplies,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5015,"Motor Vehicle Parts, Used",501,Motor Vehicles And Motor Vehicle Parts And Supplies,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5021,Furniture,502,Furniture And Home Furnishings,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5023,Home furnishings,502,Furniture And Home Furnishings,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5031,"Lumber, Plywood, Millwork, and Wood Panels",503,Lumber And Other Construction Materials,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5032,"Brick, Stone, and Related Construction Materials",503,Lumber And Other Construction Materials,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5033,"Roofing, Siding, and Insulation Materials",503,Lumber And Other Construction Materials,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5039,"Construction Materials, Not Elsewhere Classified",503,Lumber And Other Construction Materials,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5043,Photographic Equipment and Supplies,504,Professional And Commercial Equipment And Supplies,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5044,Office Equipment,504,Professional And Commercial Equipment And Supplies,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5045,Computers and Computer Peripheral Equipment and Software,504,Professional And Commercial Equipment And Supplies,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5046,"Commercial Equipment, Not Elsewhere Classified",504,Professional And Commercial Equipment And Supplies,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5047,"Medical, Dental, and Hospital Equipment and Supplies",504,Professional And Commercial Equipment And Supplies,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5048,Ophthalmic Goods,504,Professional And Commercial Equipment And Supplies,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5049,"Professional Equipment and Supplies, Not Elsewhere Classified",504,Professional And Commercial Equipment And Supplies,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5051,Metals Service Centers and Offices,505,"Metals And Minerals, Except Petroleum",50,Wholesale Trade-durable Goods,F,Wholesale Trade
5052,Coal and Other Minerals and Ores,505,"Metals And Minerals, Except Petroleum",50,Wholesale Trade-durable Goods,F,Wholesale Trade
5063,"Electrical Apparatus and Equipment Wiring Supplies, and Construction Materials",506,Electrical Goods,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5064,"Electrical Appliances, Television and Radio Sets",506,Electrical Goods,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5065,"Electronic Parts and Equipment, Not Elsewhere Classified",506,Electrical Goods,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5072,Hardware,507,"Hardware, And Plumbing And Heating Equipment",50,Wholesale Trade-durable Goods,F,Wholesale Trade
5074,Plumbing and Heating Equipment and Supplies (Hydronics),507,"Hardware, And Plumbing And Heating Equipment",50,Wholesale Trade-durable Goods,F,Wholesale Trade
5075,Warm Air Heating and Air-Conditioning Equipment and Supplies,507,"Hardware, And Plumbing And Heating Equipment",50,Wholesale Trade-durable Goods,F,Wholesale Trade
5078,Refrigeration Equipment and Supplies,507,"Hardware, And Plumbing And Heating Equipment",50,Wholesale Trade-durable Goods,F,Wholesale Trade
5082,Construction and Mining (Except Petroleum) Machinery and Equipment,508,"Machinery, Equipment, And Supplies",50,Wholesale Trade-durable Goods,F,Wholesale Trade
5083,Farm and Garden Machinery and Equipment,508,"Machinery, Equipment, And Supplies",50,Wholesale Trade-durable Goods,F,Wholesale Trade
5084,Industrial Machinery and Equipment,508,"Machinery, Equipment, And Supplies",50,Wholesale Trade-durable Goods,F,Wholesale Trade
5085,Industrial Supplies,508,"Machinery, Equipment, And Supplies",50,Wholesale Trade-durable Goods,F,Wholesale Trade
5087,Service Establishment Equipment and Supplies,508,"Machinery, Equipment, And Supplies",50,Wholesale Trade-durable Goods,F,Wholesale Trade
5088,"Transportation Equipment and Supplies, Except Motor Vehicles",508,"Machinery, Equipment, And Supplies",50,Wholesale Trade-durable Goods,F,Wholesale Trade
5091,Sporting and Recreational Goods and Supplies,509,Miscellaneous Durable Goods,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5092,Toys and Hobby Goods and Supplies,509,Miscellaneous Durable Goods,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5093,Scrap and Waste Materials,509,Miscellaneous Durable Goods,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5094,"Jewelry, Watches, Precious Stones, and Precious Metals",509,Miscellaneous Durable Goods,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5099,"Durable Goods, Not Elsewhere Classified",509,Miscellaneous Durable Goods,50,Wholesale Trade-durable Goods,F,Wholesale Trade
5111,Printing and Writing Paper,511,Paper And Paper Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5112,Stationery and Office Supplies,511,Paper And Paper Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5113,Industrial and Personal Service Paper,511,Paper And Paper Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5122,"Drugs, Drug Proprietaries, and Druggists' Sundries",512,"Drugs, Drug Proprietaries, And Druggists' Sundries",51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5131,"Piece Goods, Notions, and Other Dry Good",513,"Apparel, Piece Goods, And Notions",51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5136,Men's and Boy's Clothing and Furnishings,513,"Apparel, Piece Goods, And Notions",51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5137,"Women's, Children's, and Infants' Clothing and Accessories",513,"Apparel, Piece Goods, And Notions",51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5139,Footwear,513,"Apparel, Piece Goods, And Notions",51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5141,"Groceries, General Line",514,Groceries And Related Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5142,Packaged Frozen Foods,514,Groceries And Related Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5143,"Dairy Products, Except Dried or Canned",514,Groceries And Related Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5144,Poultry and Poultry Products,514,Groceries And Related Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5145,Confectionery,514,Groceries And Related Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5146,Fish and Seafoods,514,Groceries And Related Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5147,Meats and Meat Products,514,Groceries And Related Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5148,Fresh Fruits and Vegetables,514,Groceries And Related Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5149,"Groceries and Related Products, Not Elsewhere Classified",514,Groceries And Related Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5153,Grain and Field Beans,515,Farm-product Raw Materials,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5154,Livestock,515,Farm-product Raw Materials,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5159,"Farm-Product Raw Materials, Not Elsewhere Classified",515,Farm-product Raw Materials,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5162,Plastics Materials and Basic Forms and Shapes,516,Chemicals And Allied Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5169,"Chemicals and Allied Products, Not Elsewhere Classified",516,Chemicals And Allied Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5171,Petroleum Bulk stations and Terminals,517,Petroleum And Petroleum Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5172,"Petroleum and Petroleum Products Wholesalers, Except Bulk Stations and Terminals",517,Petroleum And Petroleum Products,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5181,Beer and Ale,518,"Beer, Wine, And Distilled Alcoholic Beverages",51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5182,Wine and Distilled Alcoholic Beverages,518,"Beer, Wine, And Distilled Alcoholic Beverages",51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5191,Farm Supplies,519,Miscellaneous Non-durable Goods,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5192,"Books, Periodicals, and Newspapers",519,Miscellaneous Non-durable Goods,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5193,"Flowers, Nursery Stock, and Florists' Supplies",519,Miscellaneous Non-durable Goods,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5194,Tobacco and Tobacco Products,519,Miscellaneous Non-durable Goods,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5198,"Paints, Varnishes, and Supplies",519,Miscellaneous Non-durable Goods,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5199,"Nondurable Goods, Not Elsewhere Classified",519,Miscellaneous Non-durable Goods,51,Wholesale Trade-non-durable Goods,F,Wholesale Trade
5211,Lumber and Other Building Materials Dealers,521,Lumber And Other Building Materials Dealers,52,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",G,Retail Trade
5231,"Paint, Glass, and Wallpaper Stores",523,"Paint, Glass And Wallpaper Stores",52,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",G,Retail Trade
5251,Hardware Stores,525,Hardware Stores,52,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",G,Retail Trade
5261,"Retail Nurseries, Lawn and Garden Supply Stores",526,"Retail Nurseries, Lawn And Garden Supply Stores",52,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",G,Retail Trade
5271,Mobile Home Dealers,527,Mobile Home Dealers,52,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",G,Retail Trade
5311,Department Stores,531,Department Stores,53,General Merchandise Stores,G,Retail Trade
5331,Variety Stores,533,Variety Stores,53,General Merchandise Stores,G,Retail Trade
5399,Miscellaneous General Merchandise Stores,539,Miscellaneous General Merchandise Stores,53,General Merchandise Stores,G,Retail Trade
5411,Grocery Stores,541,Grocery Stores,54,Food Stores,G,Retail Trade
5421,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners",542,"Meat And Fish (seafood) Markets, Including",54,Food Stores,G,Retail Trade
5431,Fruit and Vegetable Markets,543,Fruit And Vegetable Markets,54,Food Stores,G,Retail Trade
5441,"Candy, Nut, and Confectionery Stores",544,"Candy, Nut, And Confectionery Stores",54,Food Stores,G,Retail Trade
5451,Dairy Products Stores,545,Dairy Products Stores,54,Food Stores,G,Retail Trade
5461,Retail Bakeries,546,Retail Bakeries,54,Food Stores,G,Retail Trade
5499,Miscellaneous Food Stores,549,Miscellaneous Food Stores,54,Food Stores,G,Retail Trade
5511,Motor Vehicle Dealers (New and Used),551,Motor Vehicle Dealers (new And Used),55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade
5521,Motor Vehicle Dealers (Used Only),552,Motor Vehicle Dealers (used Only),55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade
5531,Auto and Home Supply Stores,553,Auto And Home Supply Stores,55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade
5541,Gasoline Service Stations,554,Gasoline Service Stations,55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade
5551,Boat Dealers,555,Boat Dealers,55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade
5561,Recreational Vehicle Dealers,556,Recreational Vehicle Dealers,55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade
5571,Motorcycle Dealers,557,Motorcycle Dealers,55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade
5599,"Automotive Dealers, Not Elsewhere Classified",559,"Automotive Dealers, Not Elsewhere Classified",55,Automotive Dealers And Gasoline Service Stations,G,Retail Trade
5611,Men's and Boys' Clothing and Accessory Stores,561,Men's And Boys' Clothing And Accessory Stores,56,Apparel And Accessory Stores,G,Retail Trade
5621,Women's Clothing Stores,562,Women's Clothing Stores,56,Apparel And Accessory Stores,G,Retail Trade
5632,Women's Accessory and Specialty Stores,563,Women's Accessory And Specialty Stores,56,Apparel And Accessory Stores,G,Retail Trade
5641,Children's and Infants' Wear Stores,564,Children's And Infants' Wear Stores,56,Apparel And Accessory Stores,G,Retail Trade
5651,Family Clothing Stores,565,Family Clothing Stores,56,Apparel And Accessory Stores,G,Retail Trade
5661,Shoe Stores,566,Shoe Stores,56,Apparel And Accessory Stores,G,Retail Trade
5699,Miscellaneous Apparel and Accessory Stores,569,Miscellaneous Apparel And Accessory Stores,56,Apparel And Accessory Stores,G,Retail Trade
5712,Furniture Stores,571,Home Furniture And Furnishings Stores,57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade
5713,Floor Covering Stores,571,Home Furniture And Furnishings Stores,57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade
5714,"Drapery, Curtain, and Upholstery Stores",571,Home Furniture And Furnishings Stores,57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade
5719,Miscellaneous home furnishings Stores,571,Home Furniture And Furnishings Stores,57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade
5722,Household Appliance Stores,572,Household Appliance Stores,57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade
5731,"Radio, Television, and Consumer Electronics Stores",573,"Radio, Television, Consumer Electronics, And Music Stores",57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade
5734,Computer and Computer Software Stores,573,"Radio, Television, Consumer Electronics, And Music Stores",57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade
5735,Record and Prerecorded Tape Stores,573,"Radio, Television, Consumer Electronics, And Music Stores",57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade
5736,Musical Instrument Stores,573,"Radio, Television, Consumer Electronics, And Music Stores",57,"Home Furniture, Furnishings, And Equipment Stores",G,Retail Trade
5812,Eating Places,581,Eating And Drinking Places,58,Eating And Drinking Places,G,Retail Trade
5813,Drinking Places (alcoholic Beverages),581,Eating And Drinking Places,58,Eating And Drinking Places,G,Retail Trade
5912,Drug Stores and Proprietary Stores,591,Drug Stores And Proprietary Stores,59,Miscellaneous Retail,G,Retail Trade
5921,Liquor Stores,592,Liquor Stores,59,Miscellaneous Retail,G,Retail Trade
5932,Used Merchandise Stores,593,Used Merchandise Stores,59,Miscellaneous Retail,G,Retail Trade
5941,Sporting Goods Stores and Bicycle Shops,594,Miscellaneous Shopping Goods Stores,59,Miscellaneous Retail,G,Retail Trade
5942,Book Stores,594,Miscellaneous Shopping Goods Stores,59,Miscellaneous Retail,G,Retail Trade
5943,Stationery Stores,594,Miscellaneous Shopping Goods Stores,59,Miscellaneous Retail,G,Retail Trade
5944,Jewelry Stores,594,Miscellaneous Shopping Goods Stores,59,Miscellaneous Retail,G,Retail Trade
5945,"Hobby, Toy, and Game Shops",594,Miscellaneous Shopping Goods Stores,59,Miscellaneous Retail,G,Retail Trade
5946,Camera and Photographic Supply Stores,594,Miscellaneous Shopping Goods Stores,59,Miscellaneous Retail,G,Retail Trade
5947,"Gift, Novelty, and Souvenir Shops",594,Miscellaneous Shopping Goods Stores,59,Miscellaneous Retail,G,Retail Trade
5948,Luggage and Leather Goods Stores,594,Miscellaneous Shopping Goods Stores,59,Miscellaneous Retail,G,Retail Trade
5949,"Sewing, Needlework, and Piece Goods Stores",594,Miscellaneous Shopping Goods Stores,59,Miscellaneous Retail,G,Retail Trade
5961,Catalog and Mail-Order Houses,596,Nonstore Retailers,59,Miscellaneous Retail,G,Retail Trade
5962,Automatic Merchandising Machine Operators,596,Nonstore Retailers,59,Miscellaneous Retail,G,Retail Trade
5963,Direct Selling Establishments,596,Nonstore Retailers,59,Miscellaneous Retail,G,Retail Trade
5983,Fuel Oil Dealers,598,Fuel Dealers,59,Miscellaneous Retail,G,Retail Trade
5984,Liquefied Petroleum Gas (Bottled Gas) Dealers,598,Fuel Dealers,59,Miscellaneous Retail,G,Retail Trade
5989,"Fuel Dealers, Not Elsewhere Classified",598,Fuel Dealers,59,Miscellaneous Retail,G,Retail Trade
5992,Florists,599,"Retail Stores, Not Elsewhere Classified",59,Miscellaneous Retail,G,Retail Trade
5993,Tobacco Stores and Stands,599,"Retail Stores, Not Elsewhere Classified",59,Miscellaneous Retail,G,Retail Trade
5994,News Dealers and Newsstands,599,"Retail Stores, Not Elsewhere Classified",59,Miscellaneous Retail,G,Retail Trade
5995,Optical Goods Stores,599,"Retail Stores, Not Elsewhere Classified",59,Miscellaneous Retail,G,Retail Trade
5999,"Miscellaneous Retail Stores, Not Elsewhere Classified",599,"Retail Stores, Not Elsewhere Classified",59,Miscellaneous Retail,G,Retail Trade
6011,Federal Reserve Banks,601,Central Reserve Depository Institutions,60,Depository Institutions,H,"Finance, Insurance, And Real Estate"
6019,"Central Reserve Depository Institutions, Not Elsewhere Classified",601,Central Reserve Depository Institutions,60,Depository Institutions,H,"Finance, Insurance, And Real Estate"
6021,National Commercial Banks,602,Commercial Banks,60,Depository Institutions,H,"Finance, Insurance, And Real Estate"
6022,State Commercial Banks,602,Commercial Banks,60,Depository Institutions,H,"Finance, Insurance, And Real Estate"
6029,"Commercial Banks, Not Elsewhere Classified",602,Commercial Banks,60,Depository Institutions,H,"Finance, Insurance, And Real Estate"
6035,"Savings Institutions, Federally Chartered",603,Savings Institutions,60,Depository Institutions,H,"Finance, Insurance, And Real Estate"
6036,"Savings Institutions, Not Federally Chartered",603,Savings Institutions,60,Depository Institutions,H,"Finance, Insurance, And Real Estate"
6061,"Credit Unions, Federally Chartered",606,Credit Unions,60,Depository Institutions,H,"Finance, Insurance, And Real Estate"
6062,"Credit Unions, Not Federally Chartered",606,Credit Unions,60,Depository Institutions,H,"Finance, Insurance, And Real Estate"
6081,Branches and Agencies of Foreign Banks,608,Foreign Banking And Branches And Agencies Of,60,Depository Institutions,H,"Finance, Insurance, And Real Estate"
6082,Foreign Trade and International Banking Institutions,608,Foreign Banking And Branches And Agencies Of,60,Depository Institutions,H,"Finance, Insurance, And Real Estate"
6091,"Non-deposit Trust Facilities,",609,Functions Related To Depository Banking,60,Depository Institutions,H,"Finance, Insurance, And Real Estate"
6099,"Functions Related to Depository Banking, Not Elsewhere Classified",609,Functions Related To Depository Banking,60,Depository Institutions,H,"Finance, Insurance, And Real Estate"
6111,Federal and Federally-Sponsored Credit Agencies,611,Federal And Federally-sponsored Credit Agencies,61,Non-depository Credit Institutions,H,"Finance, Insurance, And Real Estate"
6141,Personal Credit Institutions,614,Personal Credit Institutions,61,Non-depository Credit Institutions,H,"Finance, Insurance, And Real Estate"
6153,"Short-Term Business Credit Institutions, Except Agricultural",615,Business Credit Institutions,61,Non-depository Credit Institutions,H,"Finance, Insurance, And Real Estate"
6159,Miscellaneous business Credit Institutions,615,Business Credit Institutions,61,Non-depository Credit Institutions,H,"Finance, Insurance, And Real Estate"
6162,Mortgage Bankers and Loan Correspondents,616,Mortgage Bankers And Brokers,61,Non-depository Credit Institutions,H,"Finance, Insurance, And Real Estate"
6163,Loan Brokers,616,Mortgage Bankers And Brokers,61,Non-depository Credit Institutions,H,"Finance, Insurance, And Real Estate"
6211,"Security Brokers, Dealers, and Flotation Companies",621,"Security Brokers, Dealers, And Flotation",62,"Security And Commodity Brokers, Dealers, Exchanges, And Services",H,"Finance, Insurance, And Real Estate"
6221,Commodity Contracts Brokers and Dealers,622,Commodity Contracts Brokers And Dealers,62,"Security And Commodity Brokers, Dealers, Exchanges, And Services",H,"Finance, Insurance, And Real Estate"
6231,Security and Commodity Exchanges,623,Security And Commodity Exchanges,62,"Security And Commodity Brokers, Dealers, Exchanges, And Services",H,"Finance, Insurance, And Real Estate"
6282,Investment Advice,628,Services Allied With The Exchange Of Securities,62,"Security And Commodity Brokers, Dealers, Exchanges, And Services",H,"Finance, Insurance, And Real Estate"
